LOT_SQFT,YR_BUILT,GROSS_AREA,LIVING_AREA,FLOORS,ROOMS,BEDROOMS,FULL_BATH,HALF_BATH,KITCHEN,FIREPLACE,REMODEL_None,REMODEL_Recent,TOTAL_VALUE
5500,1920,2736,1624,2,7,4,1,1,1,0,1,0,404.3
3999,1960,2458,1372,2,6,2,1,1,1,1,1,0,355.2
4931,1925,3592,2129,2,8,4,2,1,1,1,1,0,449.9
4950,1925,3488,1472,1,7,3,1,0,1,1,1,0,353.4
8690,1929,3986,2043,2,7,4,2,1,1,1,0,1,586.7
5381,1923,3103,1382,1,7,4,1,0,1,1,1,0,315.2
4097,1931,2265,1425,2,7,3,2,0,1,1,1,0,414.8
4000,1910,3198,1820,2,6,2,1,1,1,1,1,0,381.3
4715,1925,2701,1622,2,7,3,2,0,1,0,1,0,386.6
10469,1950,4055,2240,2,8,4,2,2,1,1,0,1,599.3
5032,1930,4192,2583,2,9,4,1,1,1,1,1,0,450.2
6735,1915,4385,2439,2,7,3,1,1,1,1,1,0,490.1
11385,1965,2856,1991,1,7,2,1,2,1,2,1,0,546
7794,1925,3830,2029,2,8,4,1,1,1,0,0,1,425.8
9965,1941,2385,1361,2,6,3,1,1,1,1,1,0,479
7981,1957,2394,1164,1,8,2,1,1,1,0,1,0,390.8
6030,1965,2395,1915,1,5,3,1,0,1,1,1,0,387.4
5800,1940,2937,1736,2,7,4,1,0,1,1,0,0,382.2
5000,1930,2216,1432,2,7,3,1,1,1,1,1,0,344.8
4940,1933,4092,2362,2,8,5,2,1,1,1,0,1,520.4
10000,1919,3619,2288,2,8,4,1,1,1,1,1,0,468.8
5600,1925,3412,1541,1,8,4,1,1,1,1,1,0,389.4
7232,1920,5206,2692,2,9,3,2,0,1,1,1,0,500.3
4793,1934,2230,1444,2,7,3,1,1,1,1,0,0,365.8
6154,1950,2500,1440,2,6,3,1,1,1,1,1,0,394.2
6220,1956,2118,1378,2,6,3,1,1,1,1,1,0,356
6032,1950,2514,1516,2,7,3,1,1,1,1,0,1,393.7
4750,1910,2768,1684,2,7,4,1,1,1,0,1,0,479.9
7500,1965,3241,2148,1,8,3,3,1,1,1,1,0,511.7
5218,1930,2948,1591,1.5,5,4,2,0,1,1,1,0,413.4
4519,1940,2098,1440,2,7,3,1,1,1,1,1,0,354.8
4044,1960,2257,1421,2,7,3,1,1,1,1,1,0,415.1
5045,1934,2491,1233,1.5,5,2,1,0,1,0,1,0,323
5200,1925,2820,1218,1,6,3,1,1,1,1,0,1,438.1
13850,1910,6016,3470,2,11,5,2,1,1,1,1,0,669.5
6032,1910,3525,1554,1,7,3,1,1,1,1,1,0,354.9
6589,1960,3264,1440,1,5,3,1,0,1,1,1,0,346.7
4000,1900,2670,1392,2,6,3,2,0,1,0,1,0,338.2
4550,1956,2576,1459,2,6,3,1,1,1,1,1,0,374
5000,1925,2868,1578,2,7,4,1,1,1,0,1,0,472.9
8121,1930,3498,2001,2,8,4,1,1,1,1,0,1,516.9
4196,1920,2872,1593,1.5,5,2,1,1,1,0,1,0,384.3
4400,1925,3018,1676,1.5,7,3,2,0,1,0,0,0,393.1
4380,1930,2263,1300,2,6,3,1,1,1,1,1,0,344.9
12818,1875,4373,2551,2,11,3,2,1,1,2,1,0,624.2
4717,1930,2510,1495,2,8,4,1,1,1,1,1,0,400.5
5625,1930,3535,2085,2,7,4,1,1,1,0,1,0,439.2
8600,1926,2159,1242,2,7,3,1,0,1,1,1,0,378.7
13036,1912,5981,3464,2,8,4,3,1,1,2,0,1,767.5
5175,1962,2998,1508,1.5,9,3,2,0,1,1,1,0,380.9
5800,1925,2787,1549,2,7,3,1,0,1,1,1,0,373.5
5000,1925,2413,1371,2,7,3,1,1,1,0,1,0,402.8
11545,1965,2700,1991,1,7,3,2,1,1,2,0,1,574.9
6160,1960,2678,1690,2,6,3,1,1,1,1,1,0,389.8
4855,1935,2792,1428,2,6,3,1,1,1,0,1,0,342.5
5055,1930,2779,1704,2,7,4,1,1,1,1,1,0,396.7
11280,1910,4449,2536,2,7,3,1,2,1,1,0,1,662.2
5532,1947,1926,1300,2,6,3,1,1,1,1,1,0,330.8
4400,1925,2752,1142,1,5,2,1,0,1,0,1,0,328.8
5122,1955,2430,1530,2,6,4,1,1,1,1,0,0,384.2
5209,1930,3113,1400,1,7,3,1,0,1,1,1,0,371.7
8250,1910,3076,1874,2,10,4,1,1,1,0,1,0,404.4
5000,1935,2722,1700,2,8,4,1,0,1,1,1,0,388.3
4340,1943,2368,1393,1.5,8,2,1,1,1,1,1,0,368
5884,1950,2531,1472,2,7,4,1,1,1,1,1,0,405.7
5046,1935,2799,1760,2,9,4,1,0,1,1,1,0,424.2
4743,1940,2329,1465,2,7,3,1,1,1,1,1,0,366.3
15646,1920,4558,2656,2.5,10,5,3,0,1,1,1,0,713
8312,1920,2669,1470,2,7,3,1,1,1,1,1,0,430.8
5000,1925,2260,1389,2,7,4,1,1,1,0,1,0,364.9
8424,1965,3086,1988,1,6,3,1,1,1,2,1,0,548.5
6000,1925,2730,1264,1,7,3,1,0,1,1,0,1,359.6
4713,1930,2343,1404,2,6,3,1,0,1,1,0,1,397.8
9748,1940,2356,1380,2,6,3,1,1,1,1,0,1,466.3
4500,1930,2548,1355,1.5,5,2,1,0,1,0,1,0,351.4
6297,1925,2952,1591,1.5,8,4,2,0,1,1,0,1,454.6
4610,1925,3800,2002,1.5,6,3,1,0,1,1,1,0,405.8
4402,1955,1848,1248,2,6,3,1,1,1,1,0,1,334.5
5175,1962,2560,1354,1.5,8,4,2,0,1,1,1,0,368.4
5850,1954,2246,1378,2,6,3,1,1,1,1,1,0,359.1
4716,1950,3218,1615,1.5,6,3,2,1,1,1,0,1,378.6
5524,1940,3296,2136,2,7,3,2,0,1,0,1,0,464.8
6575,1967,2368,1884,1,5,3,1,1,1,1,1,0,372.3
2892,1920,3021,1950,2,10,3,1,1,1,1,1,0,267.495
4309,1931,2392,1464,2,6,3,1,1,1,1,1,0,353.2
10800,1900,3026,1702,2,8,4,1,1,1,0,0,1,541.7
5000,1920,2239,1413,2,8,4,1,1,1,0,0,0,356.7
4873,1954,2611,1500,1.5,7,3,1,1,1,2,1,0,395.5
8474,1940,2844,1558,2,7,3,1,1,1,1,1,0,484.5
5050,1940,2446,1666,2,7,3,1,1,1,1,1,0,394.2
4849,1890,3511,2129,2,8,4,2,1,1,0,1,0,412
5800,1926,3219,1902,2,7,3,1,1,1,1,1,0,438.9
5400,1910,2385,1096,1,5,3,1,1,1,1,1,0,356.9
10769,1940,2375,1377,2,6,3,1,1,1,1,1,0,432.3
7417,1915,2628,1387,1.5,6,3,1,1,1,1,1,0,386
6632,1967,2051,1274,2,6,3,1,1,1,1,1,0,386.9
4440,1935,3074,1832,2,8,4,2,0,1,0,1,0,416.2
8767,1920,3456,1846,2,8,3,1,1,1,1,0,1,495.2
7190,1936,2874,1626,2,8,3,2,1,1,1,1,0,426.3
5856,1935,3164,1908,2,7,2,2,0,1,1,1,0,402.9
5363,1932,2659,1687,2,7,3,1,1,1,1,1,0,370.8
4124,1940,2009,1231,2,7,3,1,1,1,1,1,0,347.5
4645,1920,2839,1709,2,9,3,2,1,1,0,1,0,449.8
5280,1920,3224,2022,2,7,4,1,1,1,0,1,0,433.1
6150,2001,3667,2726,2,10,4,2,2,1,1,1,0,612.6
5200,1956,2126,1378,2,6,3,1,1,1,1,1,0,348.4
4728,1939,2244,1352,2,6,3,1,1,1,0,1,0,314.2
4800,1925,1804,902,1,4,2,1,0,1,0,1,0,274.7
8500,1924,2439,1064,1,6,2,1,0,1,0,1,0,363.3
7242,1930,2338,1446,2,7,3,1,1,1,1,0,1,416
6546,1930,2955,1310,1,4,2,1,0,1,1,1,0,319.7
4450,1940,2570,1558,2,7,3,1,0,1,1,1,0,423.4
9323,1925,3108,1924,2,9,4,1,1,1,1,1,0,513.7
3300,1940,2213,1260,2,6,3,1,1,1,1,1,0,318.3
9449,1965,3685,1855,1,8,4,1,1,1,1,0,1,473.4
4080,1890,2682,1528,2,6,3,1,0,1,0,1,0,331.1
8250,1920,2430,1446,2,8,3,1,1,1,1,1,0,444.7
12029,1940,5068,2874,2,8,4,1,1,1,1,1,0,606.1
8403,1920,3887,1974,2,10,4,2,1,1,1,1,0,530.7
4324,1925,3121,1400,1,7,3,1,0,1,0,1,0,308.8
4133,1950,2558,1460,2,6,3,1,1,1,1,0,0,364.6
7425,1915,2908,1760,2,7,3,1,2,1,1,1,0,543.4
4750,1901,3408,1790,2,10,4,1,1,1,1,1,0,405.5
5000,1960,2988,1550,1.5,6,2,1,1,1,1,1,0,359.9
6526,1965,2638,1148,1,7,3,1,1,1,1,1,0,393.8
10800,1900,3544,2133,2,7,3,1,1,1,0,1,0,514.9
4000,1925,1937,936,1,5,2,1,0,1,0,1,0,267.3
6670,1965,3040,1489,1.5,6,3,1,1,1,1,0,1,400.8
4281,1940,2568,1454,1.5,9,3,2,0,1,1,1,0,393.9
5210,1930,2472,1504,2,7,3,1,1,1,1,0,0,413.7
6340,1925,2221,1051,1,5,2,1,0,1,1,1,0,362.6
4661,1931,2546,1536,2,7,3,1,1,1,1,1,0,422.2
5500,1958,2400,1075,1,9,4,2,0,1,1,1,0,361
12375,1940,2736,1494,2,6,3,1,1,1,1,0,1,484.7
6803,1930,2408,1610,2,6,3,1,1,1,1,1,0,425.4
3600,1950,2514,1508,2,6,3,1,1,1,1,0,1,447
11041,1963,3952,1920,1,7,3,2,0,1,2,1,0,545.9
5400,1949,1752,792,1,4,2,1,0,1,1,1,0,322
8455,1902,4787,3026,2.5,9,4,1,0,1,1,0,0,487.1
4597,1929,2156,1248,2,6,3,1,0,1,1,0,1,372.3
4349,1920,1832,1124,2,8,3,1,1,1,1,1,0,348.2
4556,1950,2320,1364,2,7,3,1,1,1,1,1,0,360.1
9092,1945,5405,2961,2,9,3,2,1,1,2,1,0,621.8
8355,1970,5321,2854,2,10,4,2,2,1,2,1,0,630.7
13340,1920,6807,3771,2,12,6,2,0,1,1,1,0,712.5
4000,1931,2134,912,1,5,2,1,0,1,0,1,0,268.5
9471,1970,1976,1326,2,6,3,1,1,1,1,0,0,377.9
5000,1912,3676,1945,2,7,3,1,1,1,1,1,0,466
8520,1915,4373,2469,2,12,6,2,1,1,1,0,1,632.6
6382,1955,2925,1584,1.5,7,4,2,0,1,1,1,0,395.6
6670,1937,2807,1650,2,6,3,1,1,1,1,1,0,474.8
4050,1925,1970,1423,1.5,6,2,1,0,1,0,1,0,351.1
3635,1956,2463,1075,1,6,3,1,0,1,1,1,0,324.9
5500,1920,2796,1800,2,6,3,1,0,1,0,1,0,381.8
7091,1965,2656,2171,1,6,3,1,0,1,1,1,0,430.8
14029,1940,2341,1350,2,6,3,1,1,1,0,1,0,469.3
5500,1920,3192,1938,2,8,4,1,1,1,0,0,0,399.4
4500,1952,2512,1238,1.5,7,3,2,0,1,1,1,0,387.3
9000,1939,4123,2285,2,11,4,1,1,1,1,0,0,490.1
6247,1930,3378,1383,1,7,3,1,0,1,1,1,0,376.1
5232,1938,2302,1396,2,6,3,1,1,1,1,1,0,382.1
6860,1915,2864,1652,2,6,3,1,1,1,1,1,0,473.6
6252,1930,2587,1615,2,9,3,1,1,1,1,0,1,485.5
3525,1940,2016,960,1,5,2,1,0,1,0,1,0,338.5
4225,1958,2357,1026,1,5,3,1,0,1,1,1,0,301.5
4000,1925,3827,1613,1,6,3,1,0,1,0,1,0,361.7
13593,1940,2608,1476,2,7,3,1,1,1,1,0,1,511.7
6075,1920,2867,1527,2,8,4,1,1,1,0,1,0,384.7
3365,1956,2424,1075,1,8,3,2,0,1,1,1,0,365.4
3842,1937,1916,1194,2,6,2,1,0,1,1,1,0,330.1
8400,1919,6382,3496,2,12,8,3,1,1,2,0,1,772.1
8400,1910,4592,2691,2,10,5,1,1,1,1,1,0,559
3080,1935,2167,1260,2,6,3,1,1,1,1,1,0,339.2
5000,1930,3216,2040,2,7,4,1,1,1,1,0,1,475
10848,1960,3452,2671,1,7,3,3,0,1,2,1,0,625.9
7650,1920,4123,2088,2,8,4,1,1,1,1,1,0,617.3
5122,1951,1664,792,1,5,2,1,0,1,1,1,0,332.6
4620,1958,2672,1442,1.5,6,3,2,0,1,1,0,1,340.656
4594,1930,2790,1894,2,6,3,2,0,1,1,1,0,473.5
3525,1940,3130,1632,1.5,6,3,2,0,1,1,0,1,447.1
7492,1967,2548,1581,2,7,4,1,1,1,1,1,0,384
4500,1952,2180,952,1,4,2,1,1,1,0,1,0,331.1
8849,1885,4521,2686,2,10,6,3,0,1,1,0,1,639.6
5000,1950,2826,1252,1,6,2,1,0,1,1,0,0,335.4
8240,1915,5371,2974,2,8,5,2,2,1,1,0,0,526
6665,1938,3232,2012,2,7,3,1,1,1,1,1,0,432.3
6761,1940,2900,1664,2,8,3,2,1,1,1,1,0,484.7
6250,1910,3450,1885,2,9,5,1,0,1,1,1,0,428.8
4613,1958,2308,1553,1,7,3,1,1,1,1,1,0,321.9
4232,1950,2176,1056,1,5,2,1,0,1,1,1,0,321.6
4692,1932,2268,1352,2,7,3,1,1,1,1,0,0,385.5
7753,1970,2446,1726,2,8,4,1,1,1,1,1,0,405.1
5407,1912,2721,1750,2,7,4,1,0,1,0,1,0,360.5
5000,1915,2696,1537,2,7,3,1,1,1,0,1,0,445.9
5500,1930,4504,2352,2,8,4,1,2,1,1,1,0,564.9
4992,1956,2520,1834,1,5,3,1,0,1,1,0,1,432.5
6075,1890,2459,1468,2,8,4,1,1,1,2,0,0,381.3
4620,1958,2584,1442,1.5,6,3,2,0,1,0,1,0,348.8
3430,1940,2438,1612,2,7,4,1,1,1,1,1,0,356
6699,1935,4127,2663,2,9,4,2,1,1,0,0,1,734.5
7808,1939,2368,1380,2,7,3,1,1,1,1,0,0,387
6407,1925,2008,1152,2,6,3,1,0,1,1,1,0,355.5
8400,1895,4411,2190,2,7,4,1,1,1,1,0,0,546.6
5625,1950,2084,1000,1,5,2,1,0,1,1,1,0,309.1
9506,1920,3995,2130,2,10,5,1,0,1,1,1,0,449.7
5000,1953,2562,1145,1,6,3,2,0,1,1,1,0,332.8
7000,1925,2676,1518,2,7,3,1,1,1,1,1,0,408.3
4265,1925,1980,950,1,5,2,1,0,1,1,1,0,292.4
6345,1941,1926,1128,2,6,3,1,0,1,1,1,0,351.6
8547,1920,4238,2514,2,9,5,2,1,1,1,0,1,588.6
4362,1955,3631,1847,1.5,7,4,2,0,1,1,0,1,490.6
3371,1939,2676,1523,2,9,3,1,1,1,1,0,1,367.1
6075,1940,2468,1400,2,6,3,1,1,1,1,1,0,401.3
7404,1968,2356,1132,1,7,3,1,1,1,1,1,0,369.7
6555,1965,2642,1718,2,8,4,2,0,1,1,0,1,463.4
3430,1940,2606,1612,2,7,3,1,0,1,1,1,0,403.9
5500,1913,2853,1706,2,7,4,1,0,1,0,0,1,383.5
5000,1912,2677,1608,2,7,3,1,1,1,1,0,1,395.2
5400,1931,3512,2013,2,7,4,2,1,1,1,0,0,450.1
6500,1920,4151,1777,1,6,3,1,1,1,1,1,0,424.8
5137,1920,2758,2002,2,8,4,2,1,1,1,0,0,399.2
5000,1936,2753,1804,2,8,3,1,1,1,1,1,0,377.9
6278,1965,2804,1260,1,6,2,1,1,1,1,1,0,351.9
4111,1958,2346,1053,1,5,1,1,0,1,1,1,0,279.3
7000,1925,2247,1344,2,6,3,1,0,1,1,1,0,394.6
20181,1900,3467,2179,2,7,3,1,0,1,0,1,0,475.1
5000,1953,3072,1980,2,8,4,2,0,1,1,0,1,478.5
4500,1924,2704,1776,2,8,3,1,1,1,1,1,0,382.5
3430,1938,3154,1882,2,7,4,2,0,1,1,1,0,428.2
46411,1940,7144,4037,2,8,5,3,1,1,3,1,0,1217.8
6800,1952,2736,1242,1,8,3,1,1,1,1,0,1,390.1
12600,1915,3961,2309,2,9,6,1,0,1,1,1,0,553.9
7316,1908,4340,1948,1,7,4,1,1,1,1,1,0,413
6250,1910,3319,1947,2,7,3,1,1,1,0,1,0,390.8
5064,1925,2270,1459,2,6,3,1,1,1,1,1,0,389.2
5443,1928,2450,1540,2,6,3,1,0,1,1,1,0,394.9
6894,1965,2771,2187,1,11,3,2,0,2,2,1,0,430.6
6057,1967,2356,1581,2,7,4,1,1,1,1,1,0,463.7
6620,1940,2678,1405,2,8,3,1,1,1,2,1,0,411.6
4926,1940,3922,2846,2.5,10,5,2,1,1,1,1,0,593.7
8297,1880,3716,2344,2,7,4,1,0,1,1,1,0,520.9
6297,1940,2036,1291,2,7,3,2,0,1,1,1,0,353.3
4725,1941,2362,1312,2,7,3,1,0,1,1,1,0,386
7803,1928,3096,1952,2,7,3,1,1,1,1,1,0,445.8
6250,2007,5026,2845,2.5,7,4,3,1,1,1,1,0,627
9973,1937,3716,2160,2,9,3,2,1,1,1,0,0,632.9
4200,1955,2716,998,1,5,2,1,0,1,1,1,0,330.1
6238,1939,4122,3078,2,8,3,2,1,1,0,0,0,575.8
6641,1935,2475,1538,2,7,3,1,1,1,1,0,1,421.5
4995,1931,2796,1277,1,6,3,1,0,1,0,1,0,353.1
6500,1925,3776,1624,1,7,3,1,0,1,1,1,0,358.2
11000,1923,2561,1584,2,7,3,1,2,1,1,1,0,447.6
7190,1938,3577,1688,1.5,11,4,2,0,1,1,1,0,511.7
5805,1987,5442,3667,2.5,10,5,3,0,1,1,1,0,695.6
5359,1959,2338,1484,2,6,3,1,1,1,1,1,0,378.2
5476,1940,2850,1712,2,6,3,1,0,1,1,1,0,399.1
6613,1930,3813,2063,2,8,4,3,0,1,1,1,0,506.5
6844,1965,3202,2296,1,6,3,1,1,1,1,0,0,501.1
6675,1968,2279,1519,2,7,3,1,1,1,1,1,0,423.2
4322,1940,2232,1042,1,6,3,1,0,1,1,1,0,284.1
13580,1880,4978,3249,2.5,8,5,2,1,1,3,1,0,577.5
12600,1884,6224,3298,2,11,7,2,1,1,2,0,1,742.4
6198,1935,2776,1688,2,7,3,2,0,1,1,1,0,506.9
7159,1952,2601,1114,1,7,3,1,1,1,1,0,1,376.7
5775,1930,1992,1152,2,5,3,1,0,1,1,1,0,336.8
3975,1930,3121,1884,2,7,3,1,1,1,1,0,1,429.6
6015,1920,2748,1694,2,7,4,1,1,1,1,1,0,393.6
13300,1910,6249,3682,2,10,4,2,1,1,1,1,0,759.6
5000,1925,3148,1877,2,8,3,2,0,1,0,1,0,447.5
4916,1960,2244,1380,2,7,3,1,1,1,1,1,0,355.6
7516,1901,5125,2768,2,11,4,1,1,1,2,0,1,483
5500,1920,5499,2912,2.5,9,5,1,1,1,1,1,0,515.6
6742,1925,2736,1238,1,7,4,1,0,1,0,1,0,251
6250,1904,3337,2045,2.5,8,4,2,1,1,0,0,1,482.7
5834,1930,3810,2016,2,9,5,2,0,1,1,0,1,481.1
5510,1933,2596,1594,2,6,3,2,1,1,1,0,1,468
5242,1959,2612,1485,2,6,3,1,1,1,1,1,0,351.7
5781,1910,2815,1607,2,7,3,1,0,1,1,1,0,390.8
7588,1930,2740,1734,2,6,3,1,1,1,1,1,0,431.5
7254,1938,2778,1871,2,8,3,1,1,1,1,1,0,515.8
5134,1925,3683,1807,2,8,4,2,0,1,1,1,0,472.8
7033,1975,3512,2300,2,8,4,2,1,1,2,1,0,562.9
5949,1954,3148,1944,1,7,2,2,0,1,2,1,0,433
9966,1929,4049,2344,2,9,3,1,1,1,1,1,0,631.6
6800,1968,2477,1198,1,7,4,2,0,1,1,1,0,340
6783,1930,3071,1728,2,7,3,1,1,1,1,1,0,529.4
5500,1926,2650,1544,2,7,3,1,0,1,1,1,0,372.7
4842,1930,2150,1303,2,6,2,1,0,1,1,1,0,347.7
5775,1940,2456,1354,2,7,3,1,1,1,1,1,0,360.7
5299,1940,3186,1813,2,8,5,1,1,1,1,1,0,458.5
5500,1920,3890,2110,2,9,4,1,2,1,1,1,0,445.9
6650,1950,2496,1075,1,6,3,1,0,1,1,1,0,378
5500,1910,4058,2108,2,8,4,1,1,1,0,1,0,446
8400,1880,5493,3209,2,12,4,1,1,1,1,1,0,587
9840,1949,4214,2106,1.5,7,4,2,0,1,2,1,0,483.7
7373,1951,3220,1761,1.5,6,4,2,0,1,1,1,0,481
5221,1957,2958,1828,2,7,3,1,1,1,1,1,0,368.3
3277,1965,2054,1325,2,6,3,1,1,1,1,1,0,390.4
7063,1940,5157,3063,2,9,5,2,1,1,1,0,1,627.8
6322,1886,4568,2851,2.5,9,5,2,2,1,3,0,1,697
6942,1930,2226,2025,2,6,2,2,1,1,1,0,1,453.9
8025,1920,4031,2884,2,8,3,2,1,1,1,0,1,613.8
6000,1950,2023,888,1,5,2,1,0,1,1,1,0,340.3
6647,1960,3302,1880,2,9,4,1,1,1,0,1,0,435.9
7500,1920,4110,2331,2,8,3,2,1,1,1,0,1,590.3
6097,1926,2768,1756,2,8,4,1,1,1,1,1,0,376.2
13654,1930,3319,1939,2,8,3,1,1,1,1,0,0,512.3
7037,1920,4964,2829,2,9,5,1,1,1,0,0,1,506.7
6800,1968,2514,1961,1,8,4,1,1,1,2,1,0,390.9
3224,1963,2213,1274,2,6,3,1,1,1,1,1,0,345
5500,1926,2619,1599,2,8,4,2,0,1,1,0,0,428
5099,1925,1917,862,1,5,2,1,0,1,0,1,0,307.9
6250,1930,4804,2678,2,9,4,2,0,1,1,1,0,455.2
7218,1950,2690,1395,2,7,3,1,1,1,1,1,0,388
6013,1934,3791,2007,2,7,4,1,1,1,1,1,0,430.4
7629,1890,6321,3521,2,12,6,4,1,1,2,0,1,791.6
3810,1927,2026,1248,2,6,3,1,0,1,1,1,0,341.8
12241,1940,2432,1470,2,7,4,1,1,1,1,1,0,498.6
5202,1925,2386,1516,2,8,4,1,1,1,1,1,0,372.9
8400,1884,5106,2645,2,12,4,2,1,1,0,1,0,512.6
5388,1965,2850,1643,2,7,4,2,1,1,2,1,0,441.4
5397,1965,2455,1530,2,6,3,1,1,1,2,0,1,409.5
5500,1920,2775,1598,2,7,4,1,1,1,0,1,0,381.6
4640,1956,2208,1378,2,7,3,1,0,1,1,1,0,351.1
5590,1910,3597,2151,2,8,3,1,1,1,1,1,0,419.2
6050,1935,2802,1698,2,9,4,1,1,1,1,0,1,405.1
8468,1929,5646,3183,2,8,4,2,2,1,1,1,0,635.9
6464,1950,2218,925,1,6,3,1,1,1,1,1,0,363.1
6566,1938,4169,2674,2,9,5,2,2,1,1,1,0,549.4
6888,1920,4457,2473,2,10,6,2,1,1,1,0,0,509.5
6250,1990,2844,1740,2,10,4,1,2,1,1,1,0,459.7
5500,1930,2684,1600,2,7,2,2,0,1,1,1,0,375.2
6528,1937,3053,1247,1,6,2,1,0,1,0,1,0,371.8
6645,1968,2620,2329,1,9,3,2,0,1,1,0,1,483.4
5775,1940,2392,1298,2,6,3,1,0,1,1,1,0,371.6
3808,1925,2036,1248,2,6,3,1,0,1,0,1,0,301.4
12600,1880,5623,3040,2,10,6,1,1,1,0,1,0,643.1
6876,1931,4092,2527,2.5,7,3,2,1,1,1,0,0,588
7981,1886,4580,2480,2,11,6,2,1,1,1,1,0,571.3
6296,1946,2426,1224,1.5,7,3,1,1,1,1,1,0,351.6
7089,1950,2929,1488,1.5,9,3,2,0,1,0,0,1,434.3
8434,1934,3536,2080,2,8,3,1,1,1,1,1,0,554.3
5830,1930,2623,1440,2,6,3,1,1,1,1,1,0,375.9
5500,1915,4504,2627,2,8,4,1,0,1,1,1,0,452
9775,1960,5687,3184,2,7,3,2,1,1,2,1,0,637.5
7218,1950,2421,1400,2,7,3,1,1,1,0,1,0,408.4
4675,1929,2767,1778,2,7,3,1,0,1,1,1,0,428
6079,1940,2652,1664,2,7,3,1,1,1,1,0,1,403.2
6912,1955,2595,1606,2,7,3,2,1,1,1,1,0,425.3
6145,1948,3008,1774,1.5,8,3,1,1,1,1,0,1,519.8
8207,2011,4322,2843,2,8,4,2,2,1,1,1,0,669.9
6483,1938,2642,1562,2,7,3,1,1,1,1,1,0,389.1
5795,1961,2928,1844,2,7,4,1,1,1,2,1,0,406.8
7571,1925,2820,1950,2,7,3,2,0,1,1,0,1,453.4
6100,1965,2430,1590,2,7,4,1,1,1,1,1,0,370.1
5800,1890,3736,2184,2,11,4,2,1,1,0,1,0,475.7
4317,1920,2264,1440,2,7,3,1,0,1,1,0,0,362.4
4400,1910,2995,1365,1,5,2,1,0,1,0,1,0,322.1
5775,1940,3016,1650,2,8,3,1,1,1,1,1,0,415.7
5742,1950,2990,1558,1.5,6,4,1,1,1,0,1,0,312.5
11198,1925,5253,2921,2,10,4,2,1,1,2,0,1,621.1
5908,1930,3218,1889,2,8,4,1,1,1,1,0,0,445.4
8290,1925,3116,1792,2,7,3,1,1,1,1,1,0,448.1
5500,1940,2056,1070,1.5,6,3,1,0,1,1,1,0,371.1
6116,1938,2496,1530,2,7,3,1,1,1,1,1,0,386.2
6954,1925,3911,2138,2.5,11,6,2,1,1,1,1,0,494.4
6968,1935,2778,1894,2,8,3,1,0,1,1,1,0,412.4
5065,1950,2840,1696,2,8,4,1,1,1,1,1,0,475.5
12600,1890,4564,2457,2,9,6,1,1,1,0,0,0,602.2
7218,1950,2800,1456,1,6,3,1,1,1,1,0,1,426
6180,1941,2601,1500,2,6,3,1,1,1,1,1,0,383.1
6942,1920,4591,2913,2,7,4,1,1,1,1,0,1,507.1
12526,1927,4751,2365,2,8,4,2,1,1,1,1,0,649.2
7759,1955,4099,2145,1.5,8,4,2,1,1,0,0,0,447.1
7970,1925,4209,2345,2,10,4,2,0,1,0,1,0,466.4
4400,1959,2520,1123,1,6,3,1,0,1,1,1,0,307.2
6145,1949,2328,1306,1.5,7,4,2,0,1,1,1,0,371.9
6424,1935,3566,2438,2.5,8,4,2,1,1,1,0,1,532.1
8250,1915,3834,2468,2,9,3,1,1,1,1,1,0,546.5
6152,1930,2368,1544,2,7,3,1,0,1,1,1,0,385.7
6694,1935,3822,2265,2,8,4,1,1,1,1,1,0,477.3
6171,1945,2984,1588,2,7,3,1,1,1,1,0,1,461.2
6300,1965,2408,1608,2,7,3,1,1,1,1,0,1,408.2
3702,1920,2583,1620,2,7,3,1,1,1,0,1,0,331
6390,1950,2638,1627,2,8,4,1,1,1,1,1,0,392.8
6381,1950,1828,1125,1,5,2,1,0,1,1,1,0,331.9
9885,1947,4726,2295,1.5,6,3,2,1,1,1,1,0,541.7
4673,1930,2265,1350,2,6,3,1,0,1,1,0,1,395.7
6978,1925,2621,1598,2,7,4,1,1,1,0,1,0,390.6
7036,1929,3267,1793,2,9,4,1,1,1,0,1,0,420.2
6250,1930,3299,1802,2,7,3,1,0,1,0,0,1,404.7
5403,1920,2103,1352,2,6,3,1,0,1,1,1,0,366.2
6448,1920,2430,1452,2,7,3,1,1,1,1,0,1,424.9
4500,1958,2496,1123,1,6,3,1,0,1,1,1,0,311.3
7681,1948,1108,1033,1,5,2,1,0,1,0,1,0,332.6
7218,1940,2946,1428,1.5,6,2,1,1,1,1,0,1,408.8
5198,1920,2538,1627,2,8,4,1,1,1,1,1,0,382.7
12137,1915,5600,3462,2.5,11,6,2,0,1,1,0,1,666.4
9236,1930,2916,1680,2,7,4,1,1,1,1,1,0,426.4
6000,1950,1527,672,1,5,2,1,0,1,1,1,0,314.1
6145,1930,2640,1592,2,7,4,1,1,1,2,1,0,419.5
6420,1935,2894,1816,2,7,3,1,1,1,1,1,0,394.2
6308,1946,2102,1011,1,5,2,1,0,1,1,1,0,258.1
4502,1946,2880,1568,2,7,3,1,1,1,1,1,0,385.8
6193,1938,3153,1650,2,7,3,1,0,1,1,1,0,405
6378,1938,2904,1600,2,9,3,1,1,1,1,0,0,465.4
6145,1955,3354,1822,1.5,6,3,2,0,1,0,1,0,409.3
6074,1950,2166,1224,2,6,3,1,1,1,1,1,0,373.6
